authors,bestsellers-rank,categories,description,dimension-x,dimension-y,dimension-z,edition,edition-statement,for-ages,format,id,illustrations-note,image-checksum,image-path,image-url,imprint,index-date,isbn10,isbn13,lang,publication-date,publication-place,rating-avg,rating-count,title,url,weight
"[207, 208]",406598,"[783, 3328, 787, 3332, 790, 3335, 796, 3341, 802, 3347, 833, 3378]","Teaching is tough, yet its rewards are huge. Every teacher wants to carry on getting better and better at what they do, but when you have so much on your plate already and only so many hours in the day, how can you find time for professional development? That's where 60-Second CPD comes in. This book is a compendium of 239 easily accessible ideas and theories for professional development, each digestible in roughly 60 seconds. It's a book that every teacher and leader, in every primary and secondary school, can return to again and again as the year moves on and their career progresses. Hanna Beech and Ross Morrison McGill have distilled the million and one ideas out there into one practical, concise and inspiration-packed book designed to build knowledge, provide opportunities for deep thought and reflection, and facilitate the sharing of ideas among colleagues and teams.",148,210,20.32,,,,1,9.78191E+12,,7b48de467c89bf3f2623f13f26d49764,full/4/0/5/40579730baa4e3d32647c43fe5a604794c85d1b9.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9136/9781913622107.jpg,,,191362210X,9.78191E+12,en,7/21/2020 0:00,,4.25,8,60-second CPD : 239 ideas for busy teachers,/60-second-CPD-Hanna-Beech/9781913622107,350
[209],365708,"[786, 3331, 790, 3335, 823, 3368, 833, 3378]","'A Quiet Education' serves as an unashamed cheerleader for all that is quiet, challenging the myth that collaboration and noise should be at the heart of what happens in schools. It examines how we can ensure more introverted students and teachers can thrive and achieve their potential. It also explores why it is essential that all teachers begin to embrace quieter values: in their classrooms and management of behaviour; in sustaining their own wellbeing; in their desire to reflect meaningfully and improve as a teacher. The final section is an exploration of quieter skills: how we can strengthen our students' metacognitive ability; their ability to listen, pay attention and focus; the quality of independent work we do in the classroom alongside how we can motivate all our students.",148,210,12.7,,,,1,9.78191E+12,,cd566eaa299cc92277e7bacf6dbbbcb8,full/9/d/c/9dc13eb523455e98b92c2ad0be722a6b8e5fb48c.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9129/9781912906758.jpg,,,1912906759,9.78191E+12,en,6/16/2020 0:00,,4.56,25,A Quiet Education : Challenging the extrovert ideal in our schools,/Quiet-Education-Jamie-Thom/9781912906758,300
[210],824898,[2865],"Now you can enjoy tasty vegan cuisine with your friends and family. Featuring recipes perfect for tapas, meze, buffets, picnics or for simply enjoying in front of the TV. All are simple to prepare and made using accessible, everyday ingredients, making them suitable for all levels of experience. Vegans and vegetarians will love the variety offered by Vegan Tapas. Yet this easy to use book is also useful for anyone who has to cater for a vegan or vegetarian. It can be tricky knowing what to cook for a vegan or vegetarian when you are not used to cooking this way. Vegan Tapas has the answer. The book features nine chapters: dips; toppings; vegetables; tofu and 'cheese'; grains pulses and nuts; potatoes; bread; polenta and fritters; pastries and biscuits; desserts. There is something for everyone and you will not be stuck for ideas. Whether you are sharing with one other or a crowd, you are sure to find something to please.",189,246,10.16,,,,1,9.78098E+12,,a997469377856e56d3ddfe80b59ad1e2,full/1/9/b/19b959aca0081a804780b7f317b10b1f799e089c.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/9807/9780980759075.jpg,,,980759072,9.78098E+12,en,3/15/2015 0:00,,4.75,4,Vegan Tapas : 150 Quick and Delicious Snacks and Bites for Sharing,/Vegan-Tapas-Julia-Barnard/9780980759075,349.27
[211],165602,"[1520, 1628, 1695, 2985, 2987, 2988, 2989, 2991, 3008, 3100, 3103]","The Arctic Guide presents the traveler and naturalist with a portable, authoritative guide to the flora and fauna of earth's northernmost region. Featuring superb color illustrations, this one-of-a-kind book covers the complete spectrum of wildlife--more than 800 species of plants, fishes, butterflies, birds, and mammals--that inhabit the Arctic's polar deserts, tundra, taiga, sea ice, and oceans. It can be used anywhere in the entire Holarctic region, including Norway's Svalbard archipelago, Siberia, the Russian Far East, islands of the Bering Sea, Alaska, the Canadian Arctic, and Greenland. Detailed species accounts describe key identification features, size, habitat, range, scientific name, and the unique characteristics that enable these organisms to survive in the extreme conditions of the Far North. A color distribution map accompanies each species account, and alternative names in German, French, Norwegian, Russian, Inuit, and Inupiaq are also provided.",140,216,35.56,,,,1,9.78069E+12,800 Maps,17e30b922f8ca5a4db32f50bc6421912,full/5/5/4/5542b529e1817ec6a37d784b8e208cfc7f9eeebb.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/6911/9780691139753.jpg,,,069113975X,9.78069E+12,en,10/4/2016 0:00,,4.83,12,The Arctic Guide : Wildlife of the Far North,/Arctic-Guide-Sharon-Chester/9780691139753,1106
"[212, 213]",433554,"[796, 3341, 802, 3347, 833, 3378]","Develop a creative, productive school culture. Based on their decades-long work in leadership, the authors offer seven core leadership competencies for systemic change in schools, districts, and state education systems. Discover targeted strategies to move past failed initiatives and overcome initiative overload, explore how to cultivate effective work practices, and gain the know-how to create enjoyable, innovative learning environments.",150,226,10,,,,1,9.78194E+12,"Illustrations, unspecified",2fd144210acd78dd8d629fd3e5344da3,full/d/8/5/d858014d0d0dfa1a8b181cde74a388538e4d5632.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9367/9781936763528.jpg,,,1936763524,9.78194E+12,en,8/14/2015 0:00,,3.93,29,Leadership : Key Competencies for Whole-System Change,/Leadership-Lyle-Kirtman/9781936763528,249
[214],394283,"[787, 3332, 802, 3347, 810, 3355, 818, 3363, 833, 3378, 834, 3379, 2558, 2562]","From her lifelong study of children's development and learning, Marie Clay traces children's paths of progress in literacy learning. Acclaimed a classic since its first publication, Becoming Literate: The Construction of Inner Control is essential reading for teachers and educators committed to enabling all children to become literate.",151,229,13,,Revised ed.,8-Jun,1,9.78033E+12,,7b773949f57c0ebe317a27875782a929,full/0/5/c/05c91ce1940619d9714e31ea28a258316505fdc6.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3250/9780325074429.jpg,,,325074429,9.78033E+12,en,5/28/2015 0:00,,4.19,57,Becoming Literate Update,/Becoming-Literate-Update-Marie-Clay/9780325074429,608
[215],830875,"[2862, 2865]","Get best selling author Maria Holmes' 30 favorite vegetarian slow cooker recipes! Vegetarian Slow Cooker Recipe Book: 30 Easy Set It & Forget It Meals is the first book written by Maria Holmes, a home cook with a passion for preparing simple and delicious meals for her family and friends. Over the past few months, Maria's family has been trying to convince her to share her love for, and knowledge of, cooking. After much persuasion, Maria decided to write her first cookbook. This brand new best selling vegetarian slow cooker recipe book is a compilation of 30 delicious, healthy and easy to prepare meat-free crockpot meals. Each of these recipes have been prepared by Ms. Holmes herself and tested on not only her family, but countless food connoisseurs who gave these meals two thumbs up for pleasant flavors, fragrant aromas, great textures and amazing colors. The book has a great introduction to vegetarian slow cooking and the recipes are divided into six chapters. In the introduction, readers will learn the benefits of slow cooking and the keys to preparing successful slow-cooker meals. You will also discover useful guidelines to help you adapt your favorite slow cooker recipes to meet your own individual tastes. Other useful advice includes how to choose the perfect slow cooker recipes and how to add the ingredients into the slow cooker to ensure that your recipes come out picture-perfect and delicious every time. The last part of the introduction includes clear, step-by-step instructions and helpful tips for cooking dried beans in a slow cooker. But Chapter 1 through Chapter 6 is where you will find all the delectably tasty and healthy vegetarian slow cooker recipes. Even if you are not a vegetarian, you will find that these delicious recipes can please everyone's palates. So, here is the list of those vegetarian slow cooker recipes that are waiting for you to enjoy: - Chapter 1: Soups - Chapter 2: Beans - Chapter 3: Chilies - Chapter 4: Potatoes - Chapter 5: Rices - Chapter 6: Desserts In conclusion, Vegetarian Slow Cooker Recipe Book: 30 Easy Set it & Forget It Meals by Maria Holmes is the ultimate choice for anyone who wishes to prepare easy set it and forget vegetarian slow cooker meals.",152,229,4,,,,1,9.78149E+12,,71ded45eb51da6e799c9fad3d7429660,full/3/d/8/3d88b81037254a6b0168667ff84b160d204198d6.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4944/9781494477370.jpg,,,1494477378,9.78149E+12,en,12/18/2013 0:00,,3,1,Vegetarian Slow Cooker Recipe Book : 30 Easy Set It & Forget It Meals,/Vegetarian-Slow-Cooker-Recipe-Book-Maria-Holmes/9781494477370,109
[216],153258,"[2722, 1521]","A Realist Theory of Science is one of the few books that have changed our understanding of the philosophy of science. In this analysis of the natural sciences, with a particular focus on the experimental process itself, Roy Bhaskar provides a definitive critique of the traditional, positivist conception of science and stakes out an alternative, realist position. Since it original publication in 1975, a movement known as 'Critical Realism', which is both intellectually diverse and international in scope, has developed on the basis of key concepts outlined in the text. The book has been hailed in many quarters as a 'Copernican Revolution' in the study of the nature of science, and the implications of its account have been far-reaching for many fields of the humanities and social sciences.",127,197,23.37,,,,1,9.78184E+12,,b38dec7ca71f00b1c0837026343ffa5a,full/0/e/5/0e5ed495525ce0b85580e5c37193ec08fcb2f4b4.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8446/9781844672042.jpg,,,1844672042,9.78184E+12,en,1/17/2008 0:00,,4.09,76,A Realist Theory of Science,/Realist-Theory-Science-Prof-Roy-Bhaskar/9781844672042,317.51
"[217, 218, 219]",370875,"[799, 3344, 833, 3378]","This new edition of this best-selling resource includes new and updated formative assessment templates, technology connections with easy-to-use digital applications for every assessment, a new section on rubrics and self-assessments, a new focus on scaffolding ELLs, and so much more! These ready-to-go activities-complete with step-by-step lessons, student samples, tiering tips, and reproducible student pages-can be used across the curriculum and provide valuable assessment data for teachers.",213,277,10,,2nd ed.,,1,9.78134E+12,"Illustrations, black and white",b8d390a355f0cc5977b17c90e7bf0d6e,full/0/6/8/0686946ee3278ee523f2320e8e4ff2d9ca8ccf6a.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/3381/9781338135169.jpg,,,1338135163,9.78134E+12,en,6/1/2017 0:00,,4,2,"25 Quick Formative Assessments for a Differentiated Classroom : Easy, Low-Prep Assessments That Help You Pinpoint Students' Needs and Reach All Learners",/25-Quick-Formative-Assessments-for-Differentiated-Classroom-Judith-Dodge/9781338135169,318
[220],443911,"[833, 3378, 958, 960]",Drury's Management & Cost Accounting is the market-leading European text on management accounting and is a comprehensive authority on all aspects of the subject.,194,258,26,,7th edition,,1,9.78184E+12,,eec619911a80ddc4104a7ed0a2ff619d,full/8/1/f/81f45a0014acfbba5ad18435819fab934a066d3b.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8448/9781844805686.jpg,,,1844805689,9.78184E+12,en,12/17/2007 0:00,,4.42,104,"Management and Cost Accounting, Student Manual",/Management-Cost-Accounting-Student-Manual-Colin-Drury/9781844805686,920
[221],955117,"[3223, 3225, 666, 2804, 2865]","This visionary book of hope for a world at peace is also an excellent reference for animal activists who wish to explore the interconnectedness of animal rights, ecology, world peace and social justice. Peace to All Beings shows how animal rights and liberation are an essential part of any movement that is working to make the world a better place. It is a valuable aid for anyone seeking to live in harmony with the values of compassion, nonviolence and reverence for all life.",140,216,21,,,,1,9.78159E+12,,650d7d95f6924d12011dc3334f73c7e2,full/d/1/c/d1c476ff46234ba4e505e0e55dc72ccff4e617cf.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5905/9781590560051.jpg,,,1590560051,9.78159E+12,en,7/22/2004 0:00,,4.44,18,Peace to All Beings : Veggie Soup for the Chickens Soul,/Peace-All-Beings-Judy-Carman/9781590560051,349.27
[222],62333,"[290, 413, 2720, 2722, 2725, 2741, 3197, 633, 840, 1520, 1521, 1541, 1564]","The most advanced and celebrated mind of the 20th Century, without a doubt, is attributed to Albert Einstein. Instead of his hard science and advanced mathematical theories, which often go far beyond the minds of average people, this book allows us to meet him as a person. This interesting book allows us to explore his beliefs, philosophical ideas, and opinions on many subjects so we can walk away afterwards knowing and understanding one of the world's greatest intellectual giants. Subjects include politics, religion, education, the meaning of life, Jewish issues, the world economy, peace and pacifism. One does not need an advanced degree in math or physics to appreciate the genius of Einstein, shared so clearly by the man himself in this book.",140,216,6,,,,1,9.78159E+12,black & white illustrations,7cfcf1e11be1d700a68dfac00ddce18a,full/a/1/3/a13d82e2d240177f613439b7764b59711517ff26.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5850/9781585092871.jpg,,,1585092878,9.78159E+12,en,3/14/2007 0:00,,3.83,5935,The World As I See It,/World-I-See-It-Albert-Einstein/9781585092871,158
